sub	ses	modality	run	task	acq	dir	filepath	AcquisitionDate	AcquisitionTime	sbref
04	09	bold	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-01_bold.nii.gz		14:59:12.077500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-01_sbref.nii.gz
04	09	bold	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-02_bold.nii.gz		16:03:45.602500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-02_sbref.nii.gz
04	09	bold	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-01_bold.nii.gz		14:53:11.485000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-01_sbref.nii.gz
04	09	bold	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-02_bold.nii.gz		15:57:47.075000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-02_sbref.nii.gz
04	09	bold	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-01_bold.nii.gz		14:45:40.882500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-01_sbref.nii.gz
04	09	bold	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-02_bold.nii.gz		15:51:45.422500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-02_sbref.nii.gz
04	09	sbref	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-01_sbref.nii.gz		14:08:15.332500	
04	09	sbref	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-02_sbref.nii.gz		14:14:7.212500	
04	09	sbref	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-03_sbref.nii.gz		14:23:30.547500	
04	09	sbref	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-04_sbref.nii.gz		14:29:26.727500	
04	09	sbref	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-05_sbref.nii.gz		14:35:20.907500	
04	09	sbref	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-06_sbref.nii.gz		16:13:24.992500	
04	09	sbref	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-07_sbref.nii.gz		16:19:24.935000	
04	09	sbref	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-08_sbref.nii.gz		16:25:43.920000	
04	09	sbref	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-09_sbref.nii.gz		16:32:52.585000	
04	09	sbref	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-10_sbref.nii.gz		16:38:44.310000	
04	09	sbref	11	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-11_sbref.nii.gz		16:50:34.707500	
04	09	sbref	12	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-12_sbref.nii.gz		16:57:26.067500	
04	09	sbref	13	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-fLoc_run-13_sbref.nii.gz		17:03:12.517500	
04	09	sbref	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-01_sbref.nii.gz		14:58:58.077500	
04	09	sbref	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retCB_run-02_sbref.nii.gz		16:03:31.602500	
04	09	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-01_sbref.nii.gz		14:52:57.485000	
04	09	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retFF_run-02_sbref.nii.gz		15:57:33.075000	
04	09	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-01_sbref.nii.gz		14:45:26.882500	
04	09	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-09/func/sub-04_ses-09_task-retRW_run-02_sbref.nii.gz		15:51:31.422500	
04	10	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/anat/sub-04_ses-10_run-01_T1w.nii		09:08:42.392500	
04	10	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/anat/sub-04_ses-10_run-01_T1w.nii.gz		09:08:42.392500	
04	10	T2w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/anat/sub-04_ses-10_run-01_T2w.nii.gz		10:22:12.982500	
04	10	bold	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-01_bold.nii.gz		09:22:20.025000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-01_sbref.nii.gz
04	10	bold	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-02_bold.nii.gz		09:28:29.265000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-02_sbref.nii.gz
04	10	bold	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-03_bold.nii.gz		09:37:21.490000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-03_sbref.nii.gz
04	10	bold	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-04_bold.nii.gz		09:43:32.495000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-04_sbref.nii.gz
04	10	bold	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-05_bold.nii.gz		09:49:33.050000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-05_sbref.nii.gz
04	10	bold	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-06_bold.nii.gz		11:30:59.525000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-06_sbref.nii.gz
04	10	bold	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-07_bold.nii.gz		11:37:37.305000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-07_sbref.nii.gz
04	10	bold	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-08_bold.nii.gz		11:43:30.937500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-08_sbref.nii.gz
04	10	bold	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-09_bold.nii.gz		11:49:28.032500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-09_sbref.nii.gz
04	10	bold	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-10_bold.nii.gz		11:55:20.460000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-10_sbref.nii.gz
04	10	bold	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-01_bold.nii.gz		10:15:37.132500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-01_sbref.nii.gz
04	10	bold	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-02_bold.nii.gz		11:18:42.610000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-02_sbref.nii.gz
04	10	bold	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-01_bold.nii.gz		10:08:41.860000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-01_sbref.nii.gz
04	10	bold	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-02_bold.nii.gz		11:12:30.530000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-02_sbref.nii.gz
04	10	bold	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-01_bold.nii.gz		10:01:51.190000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-01_sbref.nii.gz
04	10	bold	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-02_bold.nii.gz		11:05:13.392500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-02_sbref.nii.gz
04	10	sbref	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-01_sbref.nii.gz		09:22:6.025000	
04	10	sbref	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-02_sbref.nii.gz		09:28:15.265000	
04	10	sbref	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-03_sbref.nii.gz		09:37:7.490000	
04	10	sbref	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-04_sbref.nii.gz		09:43:18.495000	
04	10	sbref	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-05_sbref.nii.gz		09:49:19.050000	
04	10	sbref	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-06_sbref.nii.gz		11:30:45.525000	
04	10	sbref	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-07_sbref.nii.gz		11:37:23.305000	
04	10	sbref	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-08_sbref.nii.gz		11:43:16.937500	
04	10	sbref	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-09_sbref.nii.gz		11:49:14.032500	
04	10	sbref	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-fLoc_run-10_sbref.nii.gz		11:55:6.460000	
04	10	sbref	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-01_sbref.nii.gz		10:15:23.132500	
04	10	sbref	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retCB_run-02_sbref.nii.gz		11:18:28.610000	
04	10	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-01_sbref.nii.gz		10:08:27.860000	
04	10	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retFF_run-02_sbref.nii.gz		11:12:16.530000	
04	10	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-01_sbref.nii.gz		10:01:37.190000	
04	10	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-04/ses-10/func/sub-04_ses-10_task-retRW_run-02_sbref.nii.gz		11:04:59.392500	
05	01	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/anat/sub-05_ses-01_run-01_T1w.nii		17:14:21.025000	
05	01	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/anat/sub-05_ses-01_run-01_T1w.nii.gz		17:14:21.025000	
05	01	T2w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/anat/sub-05_ses-01_run-01_T2w.nii.gz		18:38:1.755000	
05	01	bold	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-01_bold.nii.gz		17:34:35.680000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-01_sbref.nii.gz
05	01	bold	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-02_bold.nii.gz		17:40:35.427500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-02_sbref.nii.gz
05	01	bold	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-03_bold.nii.gz		17:46:44.592500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-03_sbref.nii.gz
05	01	bold	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-04_bold.nii.gz		17:53:59.092500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-04_sbref.nii.gz
05	01	bold	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-05_bold.nii.gz		18:00:9.465000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-05_sbref.nii.gz
05	01	bold	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-06_bold.nii.gz		19:43:48.277500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-06_sbref.nii.gz
05	01	bold	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-07_bold.nii.gz		19:49:54.577500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-07_sbref.nii.gz
05	01	bold	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-08_bold.nii.gz		19:55:59.872500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-08_sbref.nii.gz
05	01	bold	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-09_bold.nii.gz		20:02:2.862500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-09_sbref.nii.gz
05	01	bold	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-10_bold.nii.gz		20:08:2.902500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-10_sbref.nii.gz
05	01	bold	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-01_bold.nii.gz		18:24:32.080000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-01_sbref.nii.gz
05	01	bold	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-02_bold.nii.gz		19:36:25.457500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-02_sbref.nii.gz
05	01	bold	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-01_bold.nii.gz		18:17:38.545000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-01_sbref.nii.gz
05	01	bold	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-02_bold.nii.gz		19:26:43.657500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-02_sbref.nii.gz
05	01	bold	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-01_bold.nii.gz		18:10:3.227500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-01_sbref.nii.gz
05	01	bold	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-02_bold.nii.gz		18:31:34.532500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-02_sbref.nii.gz
05	01	sbref	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-01_sbref.nii.gz		17:34:21.680000	
05	01	sbref	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-02_sbref.nii.gz		17:40:21.427500	
05	01	sbref	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-03_sbref.nii.gz		17:46:30.592500	
05	01	sbref	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-04_sbref.nii.gz		17:53:45.092500	
05	01	sbref	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-05_sbref.nii.gz		17:59:55.465000	
05	01	sbref	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-06_sbref.nii.gz		19:43:34.277500	
05	01	sbref	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-07_sbref.nii.gz		19:49:40.577500	
05	01	sbref	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-08_sbref.nii.gz		19:55:45.872500	
05	01	sbref	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-09_sbref.nii.gz		20:01:48.862500	
05	01	sbref	10	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-fLoc_run-10_sbref.nii.gz		20:07:48.902500	
05	01	sbref	1	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-01_sbref.nii.gz		18:24:18.080000	
05	01	sbref	2	retCB			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retCB_run-02_sbref.nii.gz		19:36:11.457500	
05	01	sbref	1	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-01_sbref.nii.gz		18:17:24.545000	
05	01	sbref	2	retFF			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retFF_run-02_sbref.nii.gz		19:26:29.657500	
05	01	sbref	1	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-01_sbref.nii.gz		18:09:49.227500	
05	01	sbref	2	retRW			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-01/func/sub-05_ses-01_task-retRW_run-02_sbref.nii.gz		18:31:20.532500	
05	02	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/anat/sub-05_ses-02_run-01_T1w.nii		14:08:51.797500	
05	02	T1w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/anat/sub-05_ses-02_run-01_T1w.nii.gz		14:08:51.797500	
05	02	T2w	1				/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/anat/sub-05_ses-02_run-01_T2w.nii.gz		15:25:23.142500	
05	02	bold	1	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-01_bold.nii.gz		14:24:1.352500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-01_sbref.nii.gz
05	02	bold	2	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-02_bold.nii.gz		14:30:2.460000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-02_sbref.nii.gz
05	02	bold	3	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-03_bold.nii.gz		14:36:2.807500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-03_sbref.nii.gz
05	02	bold	4	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-04_bold.nii.gz		14:46:24.115000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-04_sbref.nii.gz
05	02	bold	5	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-05_bold.nii.gz		14:52:19.962500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-05_sbref.nii.gz
05	02	bold	6	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-06_bold.nii.gz		16:28:9.692500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-06_sbref.nii.gz
05	02	bold	7	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-07_bold.nii.gz		16:34:6.667500	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-07_sbref.nii.gz
05	02	bold	8	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-08_bold.nii.gz		16:40:39.045000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-08_sbref.nii.gz
05	02	bold	9	fLoc			/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-09_bold.nii.gz		16:46:34.780000	/bcbl/home/public/Gari/VOTCLOC/main_exp/BIDS/sub-05/ses-02/func/sub-05_ses-02_task-fLoc_run-09_sbref.nii.gz
